system,RB,RB2,XB,XB2,VB,VB2,PB,PB2,EB,EB2,NB,NB2,RA,IA,VA,PA,EA,NA,RX,XX,VX,PX,EX,AX,NX,BEAX,BEBX,BEB2X,Bandgap
Rb2GePtBr6,0.77,0.805,2.01,2.28,4,10,5.84,6.5,3.868800006,5.883280009,32,78,1.66,4.191200007,1,47.24,0.841360001,37,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.75,-4.760746764,-3.230996045,0.0298
Ag2GeMgBr6,0.77,0.86,2.01,1.31,4,2,5.84,10.6,3.868800006,1.529840002,32,12,1.086666667,7.602400012,11,6.78,2.962960005,47,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-2.710961454,-4.760746764,-2.692899064,0.4059
Na2BeCoCl6,0.59,0.768333333,1.57,1.91,2,9,5.6,7.5,3.369600005,4.437680007,4,27,1.16,5.156320008,1,24.11,1.118000002,11,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.955721302,-4.023792611,-1.921753201,0.0027
Na2BeZnBr6,0.59,0.88,1.57,1.65,2,12,5.6,5.75,3.369600005,1.356160002,4,30,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-3.409421293,-1.733257706,0.5988
Ag2BeMgBr6,0.59,0.86,1.57,1.31,2,2,5.6,10.6,3.369600005,1.529840002,4,12,1.086666667,7.602400012,11,6.78,2.962960005,47,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-2.710961454,-3.409421293,-2.692899064,0.6648
Ag2BeMnCl6,0.59,0.648333333,1.57,1.55,2,7,5.6,9.4,3.369600005,2.946320005,4,25,1.086666667,7.602400012,11,6.78,2.962960005,47,0.78,3.16,7,2.18,1.261540802,3.612725,17,-2.931950148,-4.023792611,-2.56965337,0.3927
K2CoNiBr6,0.768333333,0.74,1.91,1.88,9,10,7.5,6.8,4.437680007,4.473040007,27,28,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-1.125609138,-5.262083316,0.0012
K2CoNiCl6,0.768333333,0.74,1.91,1.88,9,10,7.5,6.8,4.437680007,4.473040007,27,28,1.52,4.355520007,1,43.06,0.925600001,19,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.99502,-1.921753201,-5.337757107,0.0049
K2CoPtBr6,0.768333333,0.805,1.91,2.28,9,10,7.5,6.5,4.437680007,5.883280009,27,78,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-1.125609138,-3.230996045,0.0069
Rb2CoPtBr6,0.768333333,0.805,1.91,2.28,9,10,7.5,6.5,4.437680007,5.883280009,27,78,1.66,4.191200007,1,47.24,0.841360001,37,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.75,-1.125609138,-3.230996045,0.0038
K2CuAlCl6,0.82,0.675,1.9,1.61,11,3,6.2,6.8,3.508960006,3.441360006,29,13,1.52,4.355520007,1,43.06,0.925600001,19,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.99502,-3.638107435,-5.067606027,0.7686
K2CuInBr6,0.82,0.94,1.9,1.78,11,3,6.2,9.1,3.508960006,2.527200004,29,49,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-3.401724661,-4.057958743,0.0004
Rb2CuInBr6,0.82,0.94,1.9,1.78,11,3,6.2,9.1,3.508960006,2.527200004,29,49,1.66,4.191200007,1,47.24,0.841360001,37,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.75,-3.401724661,-4.057958743,0.0005
Na2BeZnCl6,0.59,0.88,1.57,1.65,2,12,5.6,5.75,3.369600005,1.356160002,4,30,1.16,5.156320008,1,24.11,1.118000002,11,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.955721302,-4.023792611,-2.016813197,2.0764
Na2MgMnBr6,0.86,0.648333333,1.31,1.55,2,7,10.6,9.4,1.529840002,2.946320005,12,25,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-2.692899064,-0.508989374,1.9994
K2MgMnBr6,0.86,0.648333333,1.31,1.55,2,7,10.6,9.4,1.529840002,2.946320005,12,25,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-2.692899064,-0.508989374,2.038
Na2SnMnBr6,0.83,0.648333333,1.96,1.55,4,7,6.28,9.4,3.132480005,2.946320005,50,25,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-4.451522864,-0.508989374,0.496493373
Rb2GeZnBr6,0.77,0.88,2.01,1.65,4,12,5.84,5.75,3.868800006,1.356160002,32,30,1.66,4.191200007,1,47.24,0.841360001,37,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.75,-4.760746764,-1.733257706,0.224001037
K2SnMnBr6,0.83,0.648333333,1.96,1.55,4,7,6.28,9.4,3.132480005,2.946320005,50,25,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-4.451522864,-0.508989374,0.9243
Rb2SnZnBr6,0.83,0.88,1.96,1.65,4,12,6.28,5.75,3.132480005,1.356160002,50,30,1.66,4.191200007,1,47.24,0.841360001,37,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.75,-4.451522864,-1.733257706,1.0563
K2GeNiCl6,0.77,0.74,2.01,1.88,4,10,5.84,6.8,3.868800006,4.473040007,32,28,1.52,4.355520007,1,43.06,0.925600001,19,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.99502,-5.162132415,-5.337757107,0.0097
